defect_id,production_id,defect_type,defect_quantity,inspection_date
23197,66607,Crack,26.0,2025-07-10
23198,4545,Material Fault,14.0,2024-03-25
23199,66876,Material Fault,3.0,2025-11-03
23200,93967,Material Fault,19.0,2025-04-21
23201,58259,Material Fault,23.0,2025-08-21
23202,21065,Color Mismatch,7.0,2025-10-11
23203,35490,Alignment Issue,37.0,2024-11-25
23204,45248,Material Fault,30.0,2024-05-28
23205,75734,Material Fault,11.0,2024-09-01
23206,22102,Color Mismatch,41.0,2025-08-24
23207,86578,Crack,35.0,2026-01-19
23208,92625,Material Fault,35.0,2025-12-03
23209,64451,Alignment Issue,43.0,2025-10-19
23210,4252,Color Mismatch,30.0,2024-07-04
23211,44465,Alignment Issue,17.0,2024-04-01
23212,17363,Material Fault,14.0,2025-05-14
23213,41656,Material Fault,48.0,2024-11-20
23214,2273,Crack,13.0,2024-06-14
23215,90904,Color Mismatch,25.0,2025-02-26
23216,31398,Material Fault,5.0,2024-04-02
23217,54269,Alignment Issue,4.0,2024-08-07
23218,29544,Color Mismatch,37.0,2025-11-28
23219,15143,Crack,37.0,2025-04-24
23220,32978,Crack,24.0,2024-11-02
23221,72320,Alignment Issue,40.0,2024-09-07
23222,66958,Color Mismatch,3.0,2024-09-07
23223,73965,Material Fault,8.0,2025-10-09
23224,18720,Alignment Issue,48.0,2024-11-20
23225,73562,Material Fault,36.0,2024-03-05
23226,59505,Alignment Issue,8.0,2025-09-10
23227,9191,Crack,7.0,2025-07-17
23228,26543,Color Mismatch,15.0,2025-05-02
23229,90551,Material Fault,34.0,2024-09-29
23230,81495,Material Fault,17.0,2026-02-12
23231,61139,Alignment Issue,,2024-10-06
23232,90566,Color Mismatch,4.0,2024-09-24
23233,33220,Alignment Issue,9.0,2025-04-29
23234,13115,Material Fault,17.0,2024-07-31
23235,49508,Material Fault,47.0,2024-03-31
23236,88008,Color Mismatch,6.0,2025-03-16
23237,29541,Color Mismatch,26.0,2024-06-02
23238,29407,Material Fault,23.0,2025-04-13
23239,5895,Material Fault,48.0,2024-06-03
23240,76655,Color Mismatch,41.0,2025-03-17
23241,16958,Crack,33.0,2024-08-19
23242,6965,Color Mismatch,11.0,2025-11-30
23243,97522,Alignment Issue,36.0,2025-05-02
23244,41110,Color Mismatch,39.0,2024-12-24
23245,35794,Crack,31.0,2024-06-22
23246,9196,Color Mismatch,8.0,2025-08-02
23247,91968,Crack,32.0,2024-10-28
23248,37246,Material Fault,30.0,2024-07-29
23249,79079,Material Fault,28.0,2025-06-04
23250,9268,Crack,11.0,2024-12-21
23251,74906,Crack,44.0,2025-04-06
23252,69220,Alignment Issue,20.0,2025-01-22
23253,78903,Alignment Issue,31.0,2024-05-13
23254,27277,Alignment Issue,19.0,2024-12-02
23255,16266,Crack,31.0,2025-01-07
23256,53479,Color Mismatch,27.0,2025-10-19
23257,38085,Alignment Issue,21.0,2025-03-05
23258,93563,Color Mismatch,38.0,2025-02-10
23259,93878,Alignment Issue,44.0,2025-12-17
23260,8308,Color Mismatch,49.0,2024-12-31
23261,54621,Crack,49.0,2025-03-27
23262,78506,Color Mismatch,20.0,2024-12-13
23263,58801,Color Mismatch,43.0,2025-01-14
23264,95890,Alignment Issue,29.0,2025-09-09
23265,76061,Crack,1.0,2025-01-09
23266,59974,Color Mismatch,17.0,2025-02-12
23267,25173,Crack,15.0,2025-09-08
23268,68847,Crack,38.0,2025-02-11
23269,70240,Color Mismatch,36.0,2024-09-29
23270,26536,Material Fault,33.0,2026-02-08
23271,12382,Crack,2.0,2024-12-21
23272,60081,Alignment Issue,22.0,2024-07-07
23273,47063,Color Mismatch,27.0,2026-01-25
23274,18492,Alignment Issue,7.0,2024-10-21
23275,42740,Crack,36.0,2025-03-12
23276,40602,Alignment Issue,47.0,2026-02-03
23277,86551,Material Fault,10.0,2025-01-24
23278,67030,Crack,48.0,2024-12-07
23279,8722,Crack,8.0,2026-01-20
23280,96896,Crack,1.0,2025-03-24
23281,39112,Alignment Issue,7.0,2024-02-27
23282,81675,Material Fault,41.0,2024-04-30
23283,1647,Crack,43.0,2025-12-17
23284,48176,Alignment Issue,45.0,2025-04-09
23285,51631,Color Mismatch,48.0,2026-01-15
23286,54110,Color Mismatch,26.0,2024-09-05
23287,30176,Material Fault,17.0,2025-08-01
23288,94456,Alignment Issue,22.0,2024-12-01
23289,46178,Crack,16.0,2025-02-03
23290,2747,Alignment Issue,15.0,2024-12-10
23291,46091,Material Fault,13.0,2025-02-18
23292,27901,Material Fault,21.0,2024-03-14
23293,23067,Crack,21.0,2025-11-14
23294,56894,Alignment Issue,29.0,2025-02-20
23295,23798,Color Mismatch,11.0,2025-06-30
23296,89373,Crack,13.0,2025-03-10
23297,58487,Alignment Issue,12.0,2024-03-23
23298,67428,Color Mismatch,19.0,2025-03-30
23299,10518,Material Fault,27.0,2024-11-07
23300,55294,Material Fault,49.0,2026-02-09
23301,8956,Material Fault,7.0,2025-10-25
23302,40920,Material Fault,41.0,2024-07-15
23303,87862,Material Fault,47.0,2026-01-28
23304,45993,Color Mismatch,45.0,2024-04-09
23305,1703,Material Fault,44.0,2025-08-28
23306,93388,Alignment Issue,6.0,2024-07-09
23307,4908,Crack,5.0,2024-12-31
23308,47971,Crack,6.0,2025-06-08
23309,72300,Alignment Issue,6.0,2024-04-29
23310,67116,Crack,17.0,2024-03-20
23311,28995,Material Fault,17.0,2024-08-07
23312,54405,Color Mismatch,9.0,2024-08-31
23313,66128,Material Fault,47.0,2024-09-18
23314,80548,Crack,10.0,2025-06-09
23315,23928,Material Fault,43.0,2024-06-14
23316,14809,Crack,9.0,2025-03-10
23317,29698,Material Fault,,2024-04-06
23318,75057,Alignment Issue,23.0,2024-03-27
23319,54013,Crack,34.0,2026-01-05
23320,2762,Crack,31.0,2025-11-15
23321,49444,Alignment Issue,17.0,2025-01-23
23322,85646,Crack,31.0,2024-04-07
23323,51897,Alignment Issue,9.0,2024-07-10
23324,16742,Color Mismatch,4.0,2024-04-19
23325,7747,Color Mismatch,26.0,2025-04-06
23326,2924,Crack,4.0,2024-05-24
23327,26430,Color Mismatch,23.0,2024-10-26
23328,3553,Alignment Issue,46.0,2024-05-10
23329,2140,Crack,24.0,2024-02-29
23330,8066,Alignment Issue,5.0,2026-02-17
23331,96835,Crack,32.0,2024-05-06
23332,6131,Alignment Issue,10.0,2025-07-12
23333,22747,Color Mismatch,36.0,2025-05-28
23334,10680,Color Mismatch,46.0,2025-04-14
23335,96852,Material Fault,12.0,2024-03-19
23336,47925,Crack,18.0,2025-06-19
23337,33513,Material Fault,10.0,2025-11-11
23338,40497,Crack,21.0,2024-12-09
23339,27147,Material Fault,15.0,2026-02-05
23340,24845,Alignment Issue,41.0,2026-01-17
23341,83736,Color Mismatch,17.0,2025-01-16
23342,57681,Crack,15.0,2024-06-30
23343,27060,Material Fault,8.0,2025-08-24
23344,40136,Color Mismatch,23.0,2024-11-07
23345,61601,Color Mismatch,34.0,2024-04-17
23346,78136,Alignment Issue,33.0,2024-09-23
23347,9756,Color Mismatch,38.0,2026-01-28
23348,19706,Crack,8.0,2025-08-16
23349,77457,Material Fault,19.0,2024-06-16
23350,32131,Material Fault,5.0,2025-02-13
23351,82494,Material Fault,6.0,2025-02-18
23352,89991,Color Mismatch,33.0,2024-09-24
23353,83278,Material Fault,5.0,2024-10-25
23354,60712,Crack,22.0,2025-03-02
23355,34668,Material Fault,11.0,2026-01-19
23356,36755,Color Mismatch,13.0,2024-12-29
23357,32810,Material Fault,34.0,2025-08-10
23358,41852,Color Mismatch,1.0,2025-03-28
23359,40369,Crack,5.0,2025-05-15
23360,44122,Color Mismatch,17.0,2024-08-25
23361,32406,Alignment Issue,26.0,2025-12-21
23362,48513,Color Mismatch,44.0,2024-08-28
23363,37308,Crack,37.0,2024-05-17
23364,34396,Color Mismatch,36.0,2024-05-27
23365,71797,Alignment Issue,26.0,2025-02-23
23366,69953,Material Fault,19.0,2025-10-02
23367,8732,Color Mismatch,18.0,2024-11-05
23368,92683,Material Fault,23.0,2025-07-03
23369,16979,Material Fault,39.0,2025-06-25
23370,57147,Alignment Issue,35.0,2025-12-15
23371,95661,Color Mismatch,20.0,2024-10-02
23372,35310,Alignment Issue,36.0,2024-06-27
23373,31590,Color Mismatch,22.0,2024-12-13
23374,41626,Material Fault,1.0,2025-01-16
23375,60012,Material Fault,48.0,2025-02-13
23376,42775,Color Mismatch,12.0,2024-08-22
23377,64145,Material Fault,30.0,2024-02-27
23378,29461,Color Mismatch,18.0,2025-07-03
23379,70047,Alignment Issue,36.0,2024-05-11
23380,19305,Crack,3.0,2025-09-18
23381,7927,Alignment Issue,45.0,2024-06-11
23382,42528,Alignment Issue,24.0,2024-08-29
23383,18385,Color Mismatch,30.0,2025-10-13
23384,16527,Material Fault,16.0,2026-01-04
23385,7565,Material Fault,5.0,2025-11-02
23386,9084,Alignment Issue,3.0,2024-12-13
23387,89793,Crack,34.0,2024-12-04
23388,48757,Material Fault,1.0,2025-02-13
23389,62068,Material Fault,9.0,2024-04-26
23390,47422,Color Mismatch,29.0,2025-02-20
23391,3088,Crack,40.0,2025-06-02
23392,1390,Color Mismatch,41.0,2025-01-26
23393,39957,Color Mismatch,3.0,2025-03-04
23394,51156,Alignment Issue,42.0,2025-11-29
23395,88069,Color Mismatch,18.0,2025-07-29
23396,14683,Alignment Issue,10.0,2025-10-26
23397,45559,Alignment Issue,47.0,2025-12-24
23398,19365,Material Fault,20.0,2025-09-14
23399,30451,Alignment Issue,20.0,2024-08-14
23400,83476,Alignment Issue,36.0,2026-01-13
23401,70473,Crack,44.0,2025-01-31
23402,30576,Color Mismatch,15.0,2024-05-01
23403,36227,Color Mismatch,12.0,2025-11-28
23404,11350,Crack,34.0,2024-07-12
23405,24216,Color Mismatch,18.0,2026-01-08
23406,77723,Material Fault,14.0,2024-04-30
23407,45451,Material Fault,41.0,2025-08-29
23408,4322,Color Mismatch,43.0,2025-04-30
23409,37596,Crack,3.0,2024-05-10
23410,20534,Alignment Issue,30.0,2025-12-04
23411,95255,Color Mismatch,12.0,2025-10-15
23412,42468,Crack,7.0,2024-09-27
23413,73609,Material Fault,27.0,2026-02-02
23414,30314,Color Mismatch,12.0,2024-07-05
23415,53121,Alignment Issue,4.0,2025-07-11
23416,69594,Color Mismatch,26.0,2025-01-23
23417,94773,Crack,10.0,2025-08-16
23418,32885,Color Mismatch,18.0,2025-07-11
23419,46275,Alignment Issue,39.0,2025-05-16
23420,48526,Material Fault,5.0,2024-05-24
23421,43625,Crack,5.0,2026-02-07
23422,65450,Material Fault,18.0,2025-11-02
23423,71220,Material Fault,8.0,2025-09-17
23424,37175,Crack,4.0,2024-04-12
23425,30550,Crack,49.0,2026-02-04
23426,68579,Material Fault,11.0,2025-11-03
23427,58411,Material Fault,19.0,2024-07-16
23428,69194,Alignment Issue,40.0,2025-01-16
23429,64432,Color Mismatch,,2025-09-16
23430,29895,Material Fault,34.0,2024-06-29
23431,59374,Color Mismatch,47.0,2025-11-09
23432,63356,Color Mismatch,7.0,2025-02-09
23433,82032,Alignment Issue,31.0,2024-11-28
23434,63349,Crack,5.0,2025-10-28
23435,3157,Color Mismatch,24.0,2026-02-16
23436,63959,Crack,39.0,2024-08-12
23437,19785,Crack,20.0,2024-10-08
23438,89655,Alignment Issue,48.0,2024-05-17
23439,54762,Crack,10.0,2024-10-21
23440,18556,Alignment Issue,4.0,2024-12-04
23441,94004,Material Fault,4.0,2025-03-26
23442,65535,Material Fault,39.0,2024-04-22
23443,80868,Material Fault,43.0,2026-01-04
23444,97347,Alignment Issue,43.0,2025-07-04
23445,99022,Alignment Issue,47.0,2025-09-02
23446,81294,Crack,3.0,2025-11-27
23447,72975,Material Fault,12.0,2024-10-21
23448,30619,Alignment Issue,18.0,2025-01-10
23449,51577,Alignment Issue,13.0,2025-06-24
23450,62035,Color Mismatch,35.0,2024-08-10
23451,6940,Material Fault,23.0,2025-07-26
23452,88769,Crack,49.0,2025-01-11
23453,4131,Material Fault,24.0,2025-03-07
23454,80557,Color Mismatch,48.0,2024-08-22
23455,99829,Material Fault,25.0,2025-12-02
23456,70715,Color Mismatch,37.0,2025-10-28
23457,81314,Alignment Issue,18.0,2024-05-03
23458,87837,Material Fault,39.0,2025-10-30
23459,36484,Color Mismatch,8.0,2024-08-15
23460,657,Material Fault,36.0,2025-03-31
23461,73227,Alignment Issue,,2025-08-21
23462,25874,Material Fault,33.0,2024-10-14
23463,36935,Color Mismatch,46.0,2025-01-03
23464,65802,Color Mismatch,43.0,2025-08-10
23465,51070,Crack,27.0,2026-02-13
23466,55970,Material Fault,15.0,2024-07-31
23467,48872,Color Mismatch,17.0,2025-07-29
23468,81069,Crack,39.0,2025-08-11
23469,8311,Alignment Issue,37.0,2025-02-09
23470,71286,Color Mismatch,24.0,2024-04-16
23471,71153,Color Mismatch,4.0,2025-02-04
23472,74554,Alignment Issue,33.0,2025-01-30
23473,60425,Crack,35.0,2024-09-27
23474,48410,Crack,42.0,2024-09-01
23475,88404,Alignment Issue,18.0,2024-11-12
23476,84201,Color Mismatch,22.0,2025-09-13
23477,68452,Material Fault,7.0,2025-05-08
23478,27647,Material Fault,21.0,2024-10-06
23479,7177,Material Fault,16.0,2024-06-21
23480,99633,Crack,13.0,2025-10-10
23481,92735,Color Mismatch,29.0,2025-02-06
23482,21417,Color Mismatch,13.0,2026-01-23
23483,25899,Color Mismatch,48.0,2024-10-27
23484,66339,Material Fault,7.0,2024-12-16
23485,43575,Alignment Issue,38.0,2026-01-10
23486,88594,Crack,26.0,2024-08-27
23487,99537,Alignment Issue,23.0,2025-04-21
23488,28413,Crack,20.0,2024-10-04
23489,3383,Color Mismatch,12.0,2024-07-16
23490,15480,Color Mismatch,14.0,2025-08-08
23491,22913,Crack,24.0,2024-04-05
23492,80835,Crack,31.0,2024-07-12
23493,23296,Alignment Issue,44.0,2024-02-29
23494,62839,Color Mismatch,49.0,2025-04-04
23495,55639,Crack,39.0,2025-09-04
23496,5244,Crack,29.0,2025-12-17
23497,7285,Crack,3.0,2025-06-27
23498,32771,Alignment Issue,18.0,2025-06-04
23499,52242,Color Mismatch,11.0,2025-10-01
23500,90936,Alignment Issue,27.0,2024-06-06
23501,32161,Crack,27.0,2025-08-22
23502,45665,Crack,36.0,2024-02-29
23503,53524,Alignment Issue,37.0,2024-09-05
23504,66394,Alignment Issue,18.0,2025-01-10
23505,67494,Alignment Issue,4.0,2024-09-21
23506,71376,Alignment Issue,39.0,2024-04-24
23507,70355,Alignment Issue,17.0,2025-12-26
23508,39888,Crack,43.0,2024-07-07
23509,6418,Color Mismatch,7.0,2026-01-08
23510,90846,Crack,42.0,2026-01-31
23511,42379,Color Mismatch,48.0,2024-09-21
23512,21547,Color Mismatch,48.0,2025-12-31
23513,80341,Crack,40.0,2025-07-04
23514,88222,Crack,13.0,2024-05-09
23515,28034,Alignment Issue,47.0,2025-03-17
23516,11993,Color Mismatch,48.0,2024-07-29
23517,3826,Alignment Issue,12.0,2026-01-17
23518,70897,Material Fault,21.0,2024-12-21
23519,33902,Material Fault,23.0,2024-05-13
23520,10709,Color Mismatch,19.0,2025-10-26
23521,35705,Color Mismatch,27.0,2025-11-28
23522,83744,Material Fault,33.0,2025-07-13
23523,17955,Alignment Issue,20.0,2024-08-05
23524,91070,Crack,35.0,2025-11-20
23525,74656,Material Fault,34.0,2025-12-24
23526,8669,Crack,33.0,2024-06-28
23527,44871,Material Fault,34.0,2024-06-26
23528,8669,Crack,21.0,2024-12-12
23529,63475,Color Mismatch,2.0,2025-07-23
23530,29857,Color Mismatch,1.0,2024-06-10
23531,38805,Color Mismatch,24.0,2025-05-12
23532,23328,Alignment Issue,21.0,2025-08-03
23533,90278,Alignment Issue,17.0,2026-02-09
23534,94191,Color Mismatch,25.0,2024-08-22
23535,57106,Crack,33.0,2024-10-30
23536,23235,Alignment Issue,22.0,2024-11-28
23537,21959,Alignment Issue,6.0,2025-11-05
23538,39674,Material Fault,9.0,2025-03-12
23539,27256,Color Mismatch,12.0,2024-11-15
23540,85809,Alignment Issue,10.0,2025-02-13
23541,13870,Alignment Issue,17.0,2024-06-10
23542,81216,Crack,32.0,2024-05-25
23543,34723,Alignment Issue,19.0,2024-07-16
23544,62414,Material Fault,4.0,2025-04-07
23545,98774,Alignment Issue,31.0,2025-05-05
23546,45724,Crack,42.0,2024-06-02
23547,47682,Color Mismatch,11.0,2025-05-24
23548,61261,Crack,13.0,2024-11-23
23549,85912,Crack,42.0,2024-12-30
23550,37770,Color Mismatch,2.0,2025-09-11
23551,19794,Material Fault,22.0,2024-08-07
23552,96001,Color Mismatch,46.0,2025-07-04
23553,85885,Crack,2.0,2024-12-08
23554,69001,Alignment Issue,44.0,2025-04-22
23555,7215,Color Mismatch,11.0,2024-05-22
23556,96423,Alignment Issue,37.0,2025-07-15
23557,71636,Crack,46.0,2025-04-13
23558,69092,Color Mismatch,41.0,2025-09-29
23559,42095,Material Fault,22.0,2024-07-07
23560,48129,Material Fault,45.0,2025-05-04
23561,48134,Alignment Issue,8.0,2025-02-22
23562,67872,Material Fault,9.0,2025-06-09
23563,96063,Alignment Issue,24.0,2025-10-16
23564,17877,Color Mismatch,6.0,2024-03-25
23565,83120,Color Mismatch,16.0,2024-12-02
23566,97088,Color Mismatch,20.0,2026-01-11
23567,8570,Crack,22.0,2024-11-30
23568,60024,Color Mismatch,36.0,2025-06-02
23569,25995,Color Mismatch,13.0,2025-02-19
23570,42356,Crack,44.0,2024-08-18
23571,99691,Color Mismatch,11.0,2025-01-04
23572,4509,Material Fault,6.0,2024-11-06
23573,77517,Crack,10.0,2025-10-10
23574,13045,Alignment Issue,43.0,2025-06-16
23575,79228,Alignment Issue,8.0,2024-06-23
23576,29115,Material Fault,11.0,2024-10-28
23577,76801,Crack,44.0,2025-08-23
23578,17041,Color Mismatch,40.0,2024-03-19
23579,11665,Crack,23.0,2025-02-20
23580,48166,Crack,17.0,2026-01-03
23581,70385,Material Fault,1.0,2024-10-08
23582,68657,Alignment Issue,22.0,2025-11-03
23583,43726,Alignment Issue,40.0,2025-12-11
23584,8943,Alignment Issue,4.0,2025-10-05
23585,89193,Alignment Issue,23.0,2025-06-22
23586,94514,Material Fault,46.0,2025-10-13
23587,78325,Alignment Issue,43.0,2025-12-11
23588,49355,Alignment Issue,8.0,2026-01-13
23589,2322,Material Fault,42.0,2026-01-30
23590,18123,Color Mismatch,1.0,2025-12-31
23591,76002,Crack,47.0,2025-12-09
23592,78353,Crack,45.0,2024-08-08
23593,25627,Material Fault,35.0,2024-12-26
23594,17971,Material Fault,7.0,2024-06-22
23595,39300,Color Mismatch,9.0,2025-08-28
23596,8800,Color Mismatch,41.0,2024-03-25
23597,55686,Alignment Issue,37.0,2025-07-17
23598,69578,Alignment Issue,26.0,2025-01-14
23599,7045,Alignment Issue,1.0,2025-05-23
23600,88751,Alignment Issue,44.0,2024-04-06
23601,80436,Material Fault,44.0,2025-08-11
23602,15691,Alignment Issue,34.0,2025-11-08
23603,20004,Alignment Issue,17.0,2025-11-22
23604,23108,Material Fault,23.0,2024-03-19
23605,54381,Alignment Issue,16.0,2025-11-26
23606,50960,Crack,17.0,2025-10-19
23607,4323,Color Mismatch,42.0,2024-11-11
23608,66726,Crack,12.0,2026-01-13
23609,86100,Alignment Issue,4.0,2025-06-09
23610,29415,Crack,,2025-03-13
23611,91309,Crack,42.0,2025-05-10
23612,72647,Alignment Issue,39.0,2024-09-01
23613,10951,Color Mismatch,36.0,2026-01-20
23614,83322,Alignment Issue,18.0,2025-09-15
23615,53412,Alignment Issue,48.0,2025-09-05
23616,14308,Color Mismatch,26.0,2025-11-25
23617,72195,Alignment Issue,23.0,2026-01-24
23618,8673,Material Fault,28.0,2024-05-15
23619,49167,Alignment Issue,32.0,2025-08-20
23620,28676,Alignment Issue,41.0,2024-11-19
23621,98849,Alignment Issue,15.0,2025-01-28
23622,50980,Color Mismatch,5.0,2024-09-02
23623,77812,Material Fault,2.0,2026-02-05
23624,87149,Alignment Issue,16.0,2025-11-06
23625,86465,Material Fault,25.0,2026-02-05
23626,68276,Material Fault,43.0,2024-08-04
23627,62391,Alignment Issue,24.0,2024-10-17
23628,38051,Crack,36.0,2025-07-12
23629,60108,Alignment Issue,10.0,2024-03-21
23630,15685,Color Mismatch,37.0,2025-06-01
23631,31458,Color Mismatch,9.0,2025-07-05
23632,95444,Crack,27.0,2024-10-03
23633,56126,Alignment Issue,42.0,2026-02-17
23634,37509,Crack,17.0,2026-01-31
23635,22352,Crack,8.0,2025-11-07
23636,6376,Material Fault,15.0,2024-03-26
23637,60405,Alignment Issue,37.0,2025-12-12
23638,31984,Material Fault,48.0,2024-08-01
23639,83187,Color Mismatch,25.0,2024-12-08
23640,47396,Alignment Issue,46.0,2025-10-08
23641,78275,Alignment Issue,13.0,2025-12-02
23642,46835,Color Mismatch,32.0,2025-10-22
23643,29012,Alignment Issue,25.0,2024-12-07
23644,65830,Crack,44.0,2024-06-23
23645,53676,Crack,14.0,2024-12-13
23646,64261,Crack,5.0,2025-12-13
23647,31554,Crack,43.0,2026-02-09
23648,31223,Material Fault,30.0,2025-10-05
23649,33338,Material Fault,11.0,2024-10-04
23650,8761,Material Fault,49.0,2025-12-24
23651,60099,Color Mismatch,45.0,2024-10-13
23652,203,Color Mismatch,42.0,2025-03-03
23653,19133,Color Mismatch,24.0,2024-06-10
23654,39362,Color Mismatch,11.0,2026-01-22
23655,39810,Alignment Issue,6.0,2025-04-14
23656,92082,Crack,22.0,2024-03-01
23657,91910,Material Fault,48.0,2025-09-11
23658,57332,Material Fault,44.0,2024-04-27
23659,10451,Color Mismatch,39.0,2025-07-06
23660,48603,Alignment Issue,5.0,2025-02-16
23661,40826,Alignment Issue,4.0,2024-08-01
23662,89814,Alignment Issue,24.0,2026-01-14
23663,95043,Color Mismatch,7.0,2025-02-25
23664,4219,Material Fault,19.0,2025-05-02
23665,24803,Crack,41.0,2024-10-15
23666,59393,Crack,38.0,2026-02-01
23667,87667,Material Fault,34.0,2025-10-11
23668,82976,Alignment Issue,18.0,2025-03-06
23669,27079,Crack,33.0,2025-08-03
23670,73179,Color Mismatch,28.0,2025-11-11
23671,91316,Material Fault,15.0,2024-10-24
23672,45341,Color Mismatch,27.0,2025-07-15
23673,7731,Color Mismatch,21.0,2025-02-02
23674,96201,Color Mismatch,8.0,2026-02-21
23675,5376,Color Mismatch,13.0,2025-05-31
23676,23712,Crack,31.0,2025-12-15
23677,59723,Crack,34.0,2025-02-23
23678,80025,Alignment Issue,28.0,2024-07-22
23679,34712,Material Fault,31.0,2024-05-31
23680,58206,Crack,23.0,2025-07-31
23681,4668,Crack,44.0,2025-03-11
23682,89573,Alignment Issue,9.0,2024-10-18
23683,92188,Material Fault,1.0,2025-05-13
23684,56393,Material Fault,47.0,2025-10-06
23685,61155,Color Mismatch,21.0,2025-08-07
23686,50305,Color Mismatch,4.0,2024-05-10
23687,74857,Color Mismatch,24.0,2026-02-08
23688,29450,Material Fault,2.0,2025-06-14
23689,35430,Crack,43.0,2025-10-11
23690,47781,Alignment Issue,28.0,2025-09-18
23691,23862,Crack,25.0,2025-11-16
23692,64096,Alignment Issue,3.0,2024-08-30
23693,92399,Crack,17.0,2024-04-18
23694,30776,Crack,47.0,2025-12-20
23695,30894,Alignment Issue,36.0,2025-04-17
23696,47635,Crack,47.0,2024-06-10
23697,33673,Material Fault,36.0,2025-09-05
23698,95161,Material Fault,1.0,2025-09-10
23699,42830,Color Mismatch,1.0,2024-09-20
23700,30867,Color Mismatch,39.0,2024-06-07
23701,80326,Alignment Issue,17.0,2025-03-26
23702,76,Color Mismatch,30.0,2024-10-20
23703,4889,Alignment Issue,31.0,2025-12-06
23704,26894,Alignment Issue,36.0,2025-10-13
23705,55255,Alignment Issue,41.0,2025-05-18
23706,53654,Alignment Issue,1.0,2024-07-01
23707,17855,Material Fault,13.0,2025-05-13
23708,66889,Color Mismatch,10.0,2025-12-01
23709,68961,Color Mismatch,34.0,2026-01-02
23710,90627,Material Fault,45.0,2024-06-04
23711,24979,Crack,5.0,2024-07-28
23712,81651,Material Fault,9.0,2024-03-02
23713,90279,Color Mismatch,33.0,2024-06-18
23714,83344,Material Fault,49.0,2025-01-02
23715,17397,Crack,35.0,2025-08-13
23716,30230,Alignment Issue,34.0,2026-01-21
23717,5468,Crack,13.0,2025-06-02
23718,73641,Material Fault,35.0,2025-02-13
23719,99053,Material Fault,41.0,2025-10-15
23720,64836,Material Fault,6.0,2025-02-18
23721,81694,Alignment Issue,26.0,2025-11-20
23722,73544,Material Fault,33.0,2025-01-05
23723,2433,Crack,27.0,2025-08-01
23724,45922,Alignment Issue,40.0,2024-10-10
23725,90938,Color Mismatch,7.0,2025-11-01
23726,59965,Alignment Issue,45.0,2025-04-25
23727,25632,Color Mismatch,41.0,2024-08-23
23728,56587,Crack,44.0,2025-05-20
23729,8250,Alignment Issue,19.0,2026-01-31
23730,41117,Color Mismatch,36.0,2025-11-17
23731,57296,Color Mismatch,20.0,2024-08-12
23732,26857,Material Fault,42.0,2025-12-19
23733,51966,Alignment Issue,20.0,2026-01-29
23734,59990,Crack,1.0,2024-03-04
23735,34610,Alignment Issue,13.0,2026-02-16
23736,45506,Material Fault,13.0,2024-10-16
23737,44794,Alignment Issue,20.0,2025-05-22
23738,69582,Material Fault,43.0,2025-08-30
23739,94614,Color Mismatch,30.0,2026-02-08
23740,36955,Crack,38.0,2025-01-02
23741,92216,Crack,22.0,2025-04-30
23742,96754,Alignment Issue,16.0,2025-10-20
23743,57170,Crack,19.0,2026-02-15
23744,18749,Alignment Issue,25.0,2026-02-07
23745,32835,Crack,2.0,2026-01-14
23746,8696,Crack,16.0,2025-09-12
23747,41074,Alignment Issue,20.0,2024-05-29
23748,16524,Material Fault,45.0,2025-10-28
23749,81838,Color Mismatch,41.0,2024-05-15
23750,99198,Crack,4.0,2024-03-02
23751,44741,Crack,38.0,2025-02-04
23752,36928,Alignment Issue,15.0,2026-01-21
23753,85027,Color Mismatch,15.0,2025-08-25
23754,20407,Alignment Issue,18.0,2025-01-10
23755,90855,Crack,10.0,2024-04-09
23756,84419,Material Fault,40.0,2024-05-22
23757,56439,Color Mismatch,45.0,2025-01-13
23758,35467,Material Fault,3.0,2024-05-02
23759,47815,Crack,26.0,2025-01-29
23760,18444,Crack,9.0,2024-12-20
23761,67810,Color Mismatch,21.0,2024-09-06
23762,110,Crack,12.0,2025-07-29
23763,17162,Color Mismatch,33.0,2026-02-11
23764,10761,Alignment Issue,21.0,2025-06-26
23765,13906,Color Mismatch,4.0,2024-08-07
23766,27171,Crack,38.0,2026-02-09
23767,33085,Color Mismatch,41.0,2024-10-20
23768,59933,Crack,11.0,2024-09-11
23769,89226,Color Mismatch,23.0,2025-07-12
23770,75091,Crack,26.0,2024-10-13
23771,24383,Material Fault,23.0,2025-03-26
23772,86160,Material Fault,46.0,2025-11-12
23773,74081,Color Mismatch,3.0,2025-08-30
23774,5467,Color Mismatch,44.0,2025-08-07
23775,81633,Color Mismatch,29.0,2025-06-20
23776,24085,Material Fault,45.0,2024-08-11
23777,28285,Color Mismatch,1.0,2025-03-26
23778,59756,Crack,10.0,2024-03-12
23779,82080,Crack,48.0,2025-12-28
23780,21181,Material Fault,14.0,2025-03-28
23781,2459,Crack,16.0,2024-05-06
23782,28579,Color Mismatch,4.0,2024-03-12
23783,7197,Crack,43.0,2024-04-28
23784,570,Material Fault,3.0,2024-12-03
23785,88664,Material Fault,32.0,2025-08-24
23786,45546,Color Mismatch,44.0,2024-09-23
23787,49943,Material Fault,44.0,2024-07-12
23788,47341,Crack,45.0,2024-10-14
23789,70368,Crack,36.0,2024-07-27
23790,99201,Color Mismatch,16.0,2024-06-25
